course_id,module_id,title,scenario_setting,scenario_problem,practice_steps,checklist,video_script
FIN-IMM-501,FIN-IMM-501-M1,Before Finland: Observation Questions and Ethical Learning,Real classroom with mixed readiness and one clear curriculum objective.,Learners need different access routes while the teacher maintains one shared goal.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Before Finland: Observation Questions and Ethical Learning. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Real classroom with mixed readiness and one clear curriculum objective. The problem is: Learners need different access routes while the teacher maintains one shared goal. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: State the shared objective in learner-friendly language. Step 2: Model one example and check readiness quickly. Step 3: Offer scaffold, core and extension routes. Step 4: Review evidence and record next support step.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
FIN-IMM-501,FIN-IMM-501-M2,"Learning Visits: Schools, Oodi Library and Wellbeing Spaces",Grade 6 mathematics lesson after lunch.,One learner jokes loudly and refuses work; the barrier may be anxiety or conceptual confusion.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Learning Visits: Schools, Oodi Library and Wellbeing Spaces. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Grade 6 mathematics lesson after lunch. The problem is: One learner jokes loudly and refuses work; the barrier may be anxiety or conceptual confusion. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Lower voice and avoid public confrontation. Step 2: Privately ask: show me the first step you understand. Step 3: Give a visual scaffold and a 3-question success path. Step 4: Record the pattern and check whether it repeats before escalation.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
FIN-IMM-501,FIN-IMM-501-M3,Specialisation Track: STEAM & Innovation or Early Childhood Visit,Real classroom with mixed readiness and one clear curriculum objective.,Learners need different access routes while the teacher maintains one shared goal.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Specialisation Track: STEAM & Innovation or Early Childhood Visit. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Real classroom with mixed readiness and one clear curriculum objective. The problem is: Learners need different access routes while the teacher maintains one shared goal. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: State the shared objective in learner-friendly language. Step 2: Model one example and check readiness quickly. Step 3: Offer scaffold, core and extension routes. Step 4: Review evidence and record next support step.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
FIN-IMM-501,FIN-IMM-501-M4,"After Finland: Adaptation, Action Plan and Certificate Evidence",Real classroom with mixed readiness and one clear curriculum objective.,Learners need different access routes while the teacher maintains one shared goal.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Sofia]
[PROFILE: Female, 42–55, strategic school improvement leader, emerald/navy business attire]
[SETTING: modern leadership studio with phase roadmap and evidence portfolio]
[STYLE: visionary, credible, strategic. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to After Finland: Adaptation, Action Plan and Certificate Evidence. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Real classroom with mixed readiness and one clear curriculum objective. The problem is: Learners need different access routes while the teacher maintains one shared goal. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: State the shared objective in learner-friendly language. Step 2: Model one example and check readiness quickly. Step 3: Offer scaffold, core and extension routes. Step 4: Review evidence and record next support step.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
PHBL-601,PHBL-601-M1,PhBL Foundations: From Topic to Real Phenomenon,Lower-secondary interdisciplinary project on local food waste.,Students are excited but at risk of producing posters without real inquiry.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Marcus]
[PROFILE: Male, 45–55, intervention specialist, grey jacket]
[SETTING: intervention planning room with progress charts]
[STYLE: analytical, humane, structured. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to PhBL Foundations: From Topic to Real Phenomenon. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Lower-secondary interdisciplinary project on local food waste. The problem is: Students are excited but at risk of producing posters without real inquiry. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Start with: Why does our school throw away food, and what can reduce waste? Step 2: Students collect data, interview staff, calculate waste and research decomposition. Step 3: Use checkpoint cards: evidence, explanation, solution, reflection. Step 4: Students present a pilot action plan to school leadership.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
PHBL-601,PHBL-601-M2,Designing and Managing a PhBL Project,Lower-secondary interdisciplinary project on local food waste.,Students are excited but at risk of producing posters without real inquiry.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Marcus]
[PROFILE: Male, 45–55, intervention specialist, grey jacket]
[SETTING: intervention planning room with progress charts]
[STYLE: analytical, humane, structured. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Designing and Managing a PhBL Project. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Lower-secondary interdisciplinary project on local food waste. The problem is: Students are excited but at risk of producing posters without real inquiry. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Start with: Why does our school throw away food, and what can reduce waste? Step 2: Students collect data, interview staff, calculate waste and research decomposition. Step 3: Use checkpoint cards: evidence, explanation, solution, reflection. Step 4: Students present a pilot action plan to school leadership.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
PHBL-601,PHBL-601-M3,"Assessing PhBL: Process, Product and Reflection",Lower-secondary interdisciplinary project on local food waste.,Students are excited but at risk of producing posters without real inquiry.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Marcus]
[PROFILE: Male, 45–55, intervention specialist, grey jacket]
[SETTING: intervention planning room with progress charts]
[STYLE: analytical, humane, structured. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Assessing PhBL: Process, Product and Reflection. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Lower-secondary interdisciplinary project on local food waste. The problem is: Students are excited but at risk of producing posters without real inquiry. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Start with: Why does our school throw away food, and what can reduce waste? Step 2: Students collect data, interview staff, calculate waste and research decomposition. Step 3: Use checkpoint cards: evidence, explanation, solution, reflection. Step 4: Students present a pilot action plan to school leadership.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
PHBL-601,PHBL-601-M4,Case Studies: Successful and Unsuccessful PhBL Attempts,Lower-secondary interdisciplinary project on local food waste.,Students are excited but at risk of producing posters without real inquiry.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Marcus]
[PROFILE: Male, 45–55, intervention specialist, grey jacket]
[SETTING: intervention planning room with progress charts]
[STYLE: analytical, humane, structured. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Case Studies: Successful and Unsuccessful PhBL Attempts. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Lower-secondary interdisciplinary project on local food waste. The problem is: Students are excited but at risk of producing posters without real inquiry. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Start with: Why does our school throw away food, and what can reduce waste? Step 2: Students collect data, interview staff, calculate waste and research decomposition. Step 3: Use checkpoint cards: evidence, explanation, solution, reflection. Step 4: Students present a pilot action plan to school leadership.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
FES-701,FES-701-M1,"Equity, Trust and Teacher Professionalism",Real classroom with mixed readiness and one clear curriculum objective.,Learners need different access routes while the teacher maintains one shared goal.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Elena]
[PROFILE: Female, 38–45, warm classroom pedagogy coach, navy blazer, ivory blouse]
[SETTING: bright Scandinavian classroom with light wood and student work displays]
[STYLE: warm, calm, teacher-friendly. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Equity, Trust and Teacher Professionalism. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Real classroom with mixed readiness and one clear curriculum objective. The problem is: Learners need different access routes while the teacher maintains one shared goal. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: State the shared objective in learner-friendly language. Step 2: Model one example and check readiness quickly. Step 3: Offer scaffold, core and extension routes. Step 4: Review evidence and record next support step.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
FES-701,FES-701-M2,"Wellbeing, Support and the Whole Child",Grade 6 mathematics lesson after lunch.,One learner jokes loudly and refuses work; the barrier may be anxiety or conceptual confusion.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Elena]
[PROFILE: Female, 38–45, warm classroom pedagogy coach, navy blazer, ivory blouse]
[SETTING: bright Scandinavian classroom with light wood and student work displays]
[STYLE: warm, calm, teacher-friendly. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Wellbeing, Support and the Whole Child. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Grade 6 mathematics lesson after lunch. The problem is: One learner jokes loudly and refuses work; the barrier may be anxiety or conceptual confusion. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Lower voice and avoid public confrontation. Step 2: Privately ask: show me the first step you understand. Step 3: Give a visual scaffold and a 3-question success path. Step 4: Record the pattern and check whether it repeats before escalation.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
FES-701,FES-701-M3,"Curriculum, Transversal Competences and Interdisciplinary Learning",Real classroom with mixed readiness and one clear curriculum objective.,Learners need different access routes while the teacher maintains one shared goal.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Elena]
[PROFILE: Female, 38–45, warm classroom pedagogy coach, navy blazer, ivory blouse]
[SETTING: bright Scandinavian classroom with light wood and student work displays]
[STYLE: warm, calm, teacher-friendly. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Curriculum, Transversal Competences and Interdisciplinary Learning. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Real classroom with mixed readiness and one clear curriculum objective. The problem is: Learners need different access routes while the teacher maintains one shared goal. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: State the shared objective in learner-friendly language. Step 2: Model one example and check readiness quickly. Step 3: Offer scaffold, core and extension routes. Step 4: Review evidence and record next support step.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
FES-701,FES-701-M4,Assessment for Growth and Flexible Learning Pathways,Real classroom with mixed readiness and one clear curriculum objective.,Learners need different access routes while the teacher maintains one shared goal.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Elena]
[PROFILE: Female, 38–45, warm classroom pedagogy coach, navy blazer, ivory blouse]
[SETTING: bright Scandinavian classroom with light wood and student work displays]
[STYLE: warm, calm, teacher-friendly. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Assessment for Growth and Flexible Learning Pathways. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Real classroom with mixed readiness and one clear curriculum objective. The problem is: Learners need different access routes while the teacher maintains one shared goal. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: State the shared objective in learner-friendly language. Step 2: Model one example and check readiness quickly. Step 3: Offer scaffold, core and extension routes. Step 4: Review evidence and record next support step.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
FTS-801,FTS-801-M1,"Wellbeing, Breaks and Calm Learning Rhythms",Grade 6 mathematics lesson after lunch.,One learner jokes loudly and refuses work; the barrier may be anxiety or conceptual confusion.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Elena]
[PROFILE: Female, 38–45, warm classroom pedagogy coach, navy blazer, ivory blouse]
[SETTING: bright Scandinavian classroom with light wood and student work displays]
[STYLE: warm, calm, teacher-friendly. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Wellbeing, Breaks and Calm Learning Rhythms. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Grade 6 mathematics lesson after lunch. The problem is: One learner jokes loudly and refuses work; the barrier may be anxiety or conceptual confusion. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: Lower voice and avoid public confrontation. Step 2: Privately ask: show me the first step you understand. Step 3: Give a visual scaffold and a 3-question success path. Step 4: Record the pattern and check whether it repeats before escalation.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
FTS-801,FTS-801-M2,Flexible Student-Centred Learning Environments,Real classroom with mixed readiness and one clear curriculum objective.,Learners need different access routes while the teacher maintains one shared goal.,"Start with one observable learner need, not a label. | Write one shared learning objective. | Prepare support, core and extension routes. | Verify understanding within the first 10 minutes of practice. | Act immediately: reteach, regroup, scaffold, extend or pause for wellbeing support. | Record one piece of evidence and one next step. | Review impact within 24–72 hours.","Did I protect dignity and avoid public labelling? | Did every learner work toward the same core purpose? | Did I provide active, concrete or visual access where needed? | Did I use student voice, choice or self-assessment? | Did I verify learning before the end of the lesson? | Did I connect the task to at least one transversal competence? | Did I record evidence for improvement, not bureaucracy?","[AI AVATAR: Elena]
[PROFILE: Female, 38–45, warm classroom pedagogy coach, navy blazer, ivory blouse]
[SETTING: bright Scandinavian classroom with light wood and student work displays]
[STYLE: warm, calm, teacher-friendly. Clean Scandinavian design, short text overlays, classroom cutaway visuals.]

SCENE 1 — OPENING
""Welcome to Flexible Student-Centred Learning Environments. This is a practical Finnish-inspired training session. We will turn the principle into daily teaching action: what to notice, when to act, what to prepare, what to say, and how to review impact.""

SCENE 2 — SHOW THE PROBLEM
""Here is the setting: Real classroom with mixed readiness and one clear curriculum objective. The problem is: Learners need different access routes while the teacher maintains one shared goal. In a Finnish-inspired classroom, we begin with dignity, observation, support and learner agency.""

SCENE 3 — DEMONSTRATE THE METHOD
Step 1: State the shared objective in learner-friendly language. Step 2: Model one example and check readiness quickly. Step 3: Offer scaffold, core and extension routes. Step 4: Review evidence and record next support step.

SCENE 4 — TRANSFER TO YOUR CLASSROOM
""Tomorrow, apply this in one lesson. Use one objective, one scaffold, one active task, one quick verification point, and one reflection.""

SCENE 5 — CLOSE
""Ask: did my design increase access, agency, wellbeing or evidence of learning? Keep what works, adapt what does not, and continue the improvement cycle.""

FINAL SCREEN
Action step: apply the method once this week.
Reflection question: What did learners do differently because of your design?"
